sexo,estado_civil,grupo_depend,x_nem,leng,mate,cien,beca,edad,jefe_familia,nem,educpadre,educmadre
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,573,589,602,0,19,Padre de postulante,5.4000001,3,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,605,592,596,0,19,Abuelo(a),5.6999998,7,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,521,506,483,0,19,Madre del postulante,5.9000001,2,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,516,485,492,0,19,Padre de postulante,6,3,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,510,485,431,0,19,Madre del postulante,5.1999998,3,2
Masculino,Soltero,Particular Pagado (Dependencia 4),52,397,506,499,0,19,Padre de postulante,5.1999998,5,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,501,535,520,0,19,Otra persona,5.9000001,3,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,589,637,596,0,18,Madre del postulante,6,11,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,655,539,572,0,19,Madre del postulante,5.6999998,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),48,433,372,392,0,19,Padre de postulante,4.8000002,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,635,506,542,0,19,Padre de postulante,5.5999999,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,363,529,414,0,19,Padre de postulante,5.8000002,3,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,527,499,520,0,19,Madre del postulante,5.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),66,694,606,651,1,19,Padre de postulante,6.5999999,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,420,372,371,0,18,Padre de postulante,5.5,7,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),68,506,557,499,1,19,Padre de postulante,6.8000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,472,518,483,1,19,Madre del postulante,6,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,616,691,520,0,19,Otro familiar del postulante,5.4000001,7,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,542,581,568,0,19,Madre del postulante,5.4000001,7,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,413,485,461,0,19,Madre del postulante,5.0999999,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,460,469,448,0,18,Padre de postulante,5.6999998,2,5
Masculino,Soltero,Particular Pagado (Dependencia 4),51,397,477,431,0,19,Padre de postulante,5.0999999,13,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,568,640,619,1,19,Madre del postulante,6.3000002,11,12
Femenino,Soltero,Particular Subvencionado (Dependencia 3),66,600,640,611,0,19,Madre del postulante,6.5999999,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,460,529,392,0,19,Padre de postulante,5.8000002,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,583,609,583,0,19,Padre de postulante,6,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,494,506,561,0,19,Madre del postulante,5.1999998,14,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),65,628,729,688,1,18,Padre de postulante,6.5,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,506,584,507,0,18,Madre del postulante,5.6999998,4,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,600,634,572,0,19,Madre del postulante,5.5,13,14
Masculino,Soltero,Particular Pagado (Dependencia 4),54,611,606,602,0,19,Padre de postulante,5.4000001,12,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,531,493,499,0,19,Padre de postulante,5.1999998,11,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,611,696,590,0,18,,5.5999999,13,13
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,472,529,431,0,18,Padre de postulante,5.5,2,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,573,539,527,1,18,Padre de postulante,6.4000001,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,263,372,263,1,19,Padre de postulante,6.1999998,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,506,506,473,0,18,Padre de postulante,5.5999999,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,506,469,392,0,19,Padre de postulante,5,11,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),48,440,477,392,0,19,Madre del postulante,4.8000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,594,640,557,0,19,Padre de postulante,5.8000002,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,488,448,253,0,19,Otro familiar del postulante,5.3000002,5,4
Masculino,Soltero,Particular Pagado (Dependencia 4),61,440,592,527,0,19,Padre de postulante,6.0999999,11,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,472,469,431,0,18,Padre de postulante,5.6999998,3,4
Masculino,Soltero,Particular Pagado (Dependencia 4),63,635,757,628,0,19,Padre de postulante,6.3000002,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,284,223,347,0,19,Padre de postulante,5.4000001,2,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",49,363,351,289,0,19,Padre de postulante,4.9000001,5,14
Femenino,Soltero,Particular Pagado (Dependencia 4),61,542,637,626,0,18,Padre de postulante,6.0999999,14,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,488,408,499,0,19,Padre de postulante,5.6999998,3,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,413,372,371,0,19,Padre de postulante,5,3,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,460,422,371,1,19,Padre de postulante,6.1999998,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,427,436,319,0,19,Madre del postulante,5.1999998,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,579,596,614,0,19,Madre del postulante,5.5999999,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,472,477,520,0,19,Padre de postulante,5.8000002,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),64,694,656,704,0,19,Padre de postulante,6.4000001,5,3
Masculino,Soltero,Particular Pagado (Dependencia 4),54,600,663,590,0,19,Madre del postulante,5.4000001,14,14
Femenino,Soltero,Particular Pagado (Dependencia 4),52,558,561,586,0,19,,5.1999998,14,14
Masculino,Soltero,Particular Pagado (Dependencia 4),65,747,818,850,0,19,Padre de postulante,6.5,14,13
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,725,668,651,0,19,Madre del postulante,6.0999999,14,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,310,459,431,0,19,Madre del postulante,5.3000002,14,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,521,581,619,0,19,Madre del postulante,5.9000001,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,494,565,473,0,19,Madre del postulante,5.3000002,3,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",46,382,436,414,0,20,Madre del postulante,4.5999999,3,4
Femenino,Soltero,Particular Pagado (Dependencia 4),65,685,681,688,0,19,Padre de postulante,6.5,14,14
Masculino,Soltero,Particular Pagado (Dependencia 4),68,815,818,787,0,19,Padre de postulante,6.8000002,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,579,493,499,0,19,Madre del postulante,5.8000002,5,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),68,537,573,473,1,19,Padre de postulante,6.8000002,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),68,635,620,590,1,19,Padre de postulante,6.8000002,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,413,422,448,0,20,Padre de postulante,5.4000001,2,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,420,372,347,0,19,Madre del postulante,5.4000001,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,558,493,492,0,19,Padre de postulante,6,5,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,563,681,611,0,19,Madre del postulante,6,5,6
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,573,637,548,0,19,Madre del postulante,5.1999998,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,516,543,538,0,19,Abuelo(a),5.9000001,13,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,563,620,617,1,19,Madre del postulante,6.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,568,485,461,0,19,Padre de postulante,6,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),67,600,746,663,0,19,Padre de postulante,6.6999998,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,516,477,532,0,19,Abuelo(a),6.0999999,4,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,516,543,499,0,19,Madre del postulante,5.8000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,322,223,392,0,19,Abuelo(a),5.0999999,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,413,351,347,0,18,Padre de postulante,5.4000001,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,568,637,586,0,19,Padre de postulante,5.8000002,4,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,244,351,392,0,19,Madre del postulante,5,2,3
Masculino,Soltero,Particular Pagado (Dependencia 4),64,736,715,734,0,19,,6.4000001,14,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,465,518,499,0,19,Padre de postulante,5.1999998,7,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,611,624,634,0,19,Madre del postulante,6.1999998,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,472,327,371,0,20,Padre de postulante,5.5,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,605,637,557,0,19,Padre de postulante,6.1999998,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,427,584,520,0,19,Padre de postulante,5.5999999,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,600,617,564,0,19,Madre del postulante,5.9000001,7,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,594,627,572,0,18,Padre de postulante,5.5999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,494,624,614,0,19,Padre de postulante,5.9000001,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,616,617,593,0,19,Madre del postulante,5.3000002,5,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,542,627,561,0,20,Padre de postulante,5.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,433,518,492,0,19,Padre de postulante,5.9000001,3,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,516,524,473,0,19,Padre de postulante,5.1999998,5,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,494,459,483,0,19,Padre de postulante,5.5999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,552,581,575,0,19,Abuelo(a),6,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,573,648,572,0,19,Abuelo(a),5.8000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,510,600,514,0,19,Madre del postulante,5.5999999,4,7
Femenino,Soltero,Particular Pagado (Dependencia 4),55,548,543,538,0,19,Madre del postulante,5.5,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,488,469,520,0,19,Madre del postulante,5.1999998,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,516,565,483,0,19,Padre de postulante,5.5999999,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,568,557,492,0,19,Madre del postulante,5.4000001,14,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,552,627,507,0,19,,5.4000001,2,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,477,459,347,0,19,Abuelo(a),6,7,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,216,436,371,0,19,Padre de postulante,5.6999998,4,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,397,327,473,0,19,Padre de postulante,5.1999998,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,506,535,448,0,19,Padre de postulante,5.1999998,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,373,351,319,0,18,Padre de postulante,5.0999999,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,382,372,319,0,21,Padre de postulante,5.5,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,453,436,461,0,19,Madre del postulante,5.3000002,11,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,527,535,520,0,18,Abuelo(a),5.4000001,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",49,382,351,414,0,21,Padre de postulante,4.9000001,11,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,343,518,532,0,19,Madre del postulante,5.8000002,7,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,662,685,628,0,18,Padre de postulante,5.8000002,14,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,420,485,499,0,19,Padre de postulante,5.5999999,4,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,622,659,590,0,18,Madre del postulante,5.8000002,14,14
Femenino,Soltero,Particular Pagado (Dependencia 4),67,704,691,658,0,19,Padre de postulante,6.6999998,13,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,589,637,542,0,18,Padre de postulante,5.5,11,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,622,715,655,1,19,Padre de postulante,6.3000002,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,488,518,568,0,19,Padre de postulante,5.5999999,14,14
Femenino,Soltero,Particular Pagado (Dependencia 4),61,655,634,532,0,19,Padre de postulante,6.0999999,14,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,460,485,514,0,19,Padre de postulante,5.4000001,2,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,583,640,461,0,18,Madre del postulante,6,5,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",48,284,408,392,0,20,Abuelo(a),4.8000002,4,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,583,581,552,0,18,Madre del postulante,5.4000001,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,382,518,414,0,20,Padre de postulante,5.0999999,2,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,397,448,371,0,19,Padre de postulante,5.5999999,4,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,583,573,520,0,18,Padre de postulante,5.8000002,11,14
Femenino,Soltero,Particular Pagado (Dependencia 4),63,568,552,561,0,19,Padre de postulante,6.3000002,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,397,448,448,0,19,Padre de postulante,5.6999998,7,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,488,477,492,0,19,Padre de postulante,5.9000001,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,453,327,289,0,18,Padre de postulante,5.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,506,573,483,0,19,Padre de postulante,5.6999998,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,363,459,371,0,19,Madre del postulante,5.6999998,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),66,573,627,608,1,19,Madre del postulante,6.5999999,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,594,552,579,0,19,Madre del postulante,6.1999998,3,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,558,543,473,0,18,Padre de postulante,5.4000001,14,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,589,543,520,0,19,Padre de postulante,5.8000002,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,333,539,492,0,19,Padre de postulante,5.6999998,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,427,493,507,0,18,Padre de postulante,5.5,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,542,596,596,0,19,Madre del postulante,5.6999998,2,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",48,483,469,448,0,19,Madre del postulante,4.8000002,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,568,581,596,0,18,Madre del postulante,6.0999999,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,298,301,289,0,19,Otra persona,5.1999998,2,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,389,197,431,0,19,Madre del postulante,5.3000002,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,373,436,289,0,20,Padre de postulante,5,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,670,609,631,1,19,Padre de postulante,6.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,542,552,538,0,19,Padre de postulante,6.0999999,13,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,310,301,319,0,19,Padre de postulante,5.4000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,589,681,602,0,18,Madre del postulante,5.5999999,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),58,704,640,572,0,19,Padre de postulante,5.8000002,14,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,488,477,392,0,18,Madre del postulante,5.5,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,472,506,461,0,20,Madre del postulante,5,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,389,506,414,1,18,Padre de postulante,5.9000001,3,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,594,573,564,1,18,Padre de postulante,6.3000002,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,542,448,492,0,19,Padre de postulante,5.8000002,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,605,617,684,0,19,Padre de postulante,6.3000002,7,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,600,552,527,0,19,Padre de postulante,5,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),67,573,459,483,1,19,Padre de postulante,6.6999998,14,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),65,641,656,608,0,19,Padre de postulante,6.5,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,427,535,514,0,18,Madre del postulante,5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,472,448,483,0,19,Padre de postulante,5.0999999,13,5
Masculino,Soltero,Particular Pagado (Dependencia 4),54,605,634,608,0,20,Otro familiar del postulante,5.4000001,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,655,589,575,0,19,Padre de postulante,5.8000002,14,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",48,353,351,319,0,19,Padre de postulante,4.8000002,2,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,472,459,473,0,19,Padre de postulante,5.6999998,14,5
Masculino,Separado,Particular Subvencionado (Dependencia 3),56,472,529,414,0,19,Madre del postulante,5.5999999,3,5
Femenino,Soltero,Particular Pagado (Dependencia 4),68,771,785,739,0,19,Padre de postulante,6.8000002,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,483,499,392,0,19,Otra persona,6.1999998,11,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,333,422,431,0,19,Padre de postulante,5.5,5,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,563,613,520,0,18,Madre del postulante,5.9000001,5,12
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,655,651,727,0,19,Abuelo(a),5.9000001,5,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),66,647,715,673,0,19,Padre de postulante,6.5999999,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,583,539,514,0,19,Padre de postulante,5.3000002,11,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,472,573,431,1,19,Padre de postulante,6.3000002,11,12
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,501,561,461,0,19,Padre de postulante,5.4000001,14,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,531,596,527,0,19,Madre del postulante,5.3000002,2,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",63,655,818,684,0,19,Padre de postulante,6.3000002,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,373,436,448,0,18,Madre del postulante,5.4000001,4,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,573,535,564,0,18,Padre de postulante,5.6999998,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,501,573,514,0,19,Padre de postulante,5.3000002,5,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,298,391,414,0,19,Madre del postulante,5.5,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,558,499,448,0,19,Padre de postulante,5.4000001,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,413,477,289,0,18,Otra persona,5.5,4,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),49,343,408,347,0,19,Madre del postulante,4.9000001,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,616,613,499,0,19,Madre del postulante,5.5999999,5,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,382,408,392,0,19,Padre de postulante,5.3000002,3,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,583,600,492,0,19,Padre de postulante,5.8000002,5,3
Masculino,Separado,Particular Subvencionado (Dependencia 3),57,579,524,483,0,18,Madre del postulante,5.6999998,4,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,527,436,492,0,19,Padre de postulante,5.8000002,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,563,301,414,0,19,Madre del postulante,5.5,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,494,518,548,0,19,Padre de postulante,5.1999998,3,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,655,576,564,0,19,Padre de postulante,6.0999999,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,465,584,548,0,20,Padre de postulante,5.9000001,14,7
Femenino,Soltero,Particular Pagado (Dependencia 4),55,558,634,617,0,19,Madre del postulante,5.5,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,616,603,483,0,19,Padre de postulante,5.9000001,5,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,413,513,392,0,19,Padre de postulante,5.4000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),49,353,408,414,0,19,Madre del postulante,4.9000001,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),48,405,351,392,0,19,Madre del postulante,4.8000002,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,472,603,596,0,19,Padre de postulante,5.9000001,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,594,569,564,0,19,Padre de postulante,5.5999999,4,5
Femenino,Soltero,Particular Pagado (Dependencia 4),64,670,769,640,0,19,Madre del postulante,6.4000001,11,13
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,600,600,561,0,19,Padre de postulante,6.4000001,4,2
Masculino,Soltero,Particular Pagado (Dependencia 4),64,736,757,655,0,19,Padre de postulante,6.4000001,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,460,499,414,0,19,Madre del postulante,5.1999998,4,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,363,408,414,0,20,Madre del postulante,6,2,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,542,581,507,0,18,Padre de postulante,5.8000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,448,372,392,1,19,Madre del postulante,6.3000002,2,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,460,513,499,0,19,Padre de postulante,5.6999998,2,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,433,408,392,0,18,Padre de postulante,5,14,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",66,558,600,548,1,19,Padre de postulante,6.5999999,7,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,440,408,461,0,19,Padre de postulante,5.9000001,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),59,600,685,614,0,19,Madre del postulante,5.9000001,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,427,448,431,0,19,Padre de postulante,5.0999999,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),60,622,600,602,0,19,Padre de postulante,6,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,558,606,561,0,18,Padre de postulante,5.6999998,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,343,327,253,0,19,Madre del postulante,5.1999998,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,611,617,579,1,19,Padre de postulante,5.9000001,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",63,477,529,392,0,19,Padre de postulante,6.3000002,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,531,518,473,0,19,Padre de postulante,5.4000001,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,600,637,568,0,19,Padre de postulante,6.0999999,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,589,634,598,1,19,Padre de postulante,6.0999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,389,351,319,0,19,Padre de postulante,5.8000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,465,539,448,0,19,Padre de postulante,5.5,12,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,465,327,414,1,19,Otra persona,6,4,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,552,584,608,1,19,Otro familiar del postulante,6.4000001,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,542,592,557,0,19,Padre de postulante,5.5,7,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,611,627,579,0,18,Madre del postulante,5.5,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,373,391,289,0,19,Padre de postulante,5.5999999,3,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,397,408,448,0,18,Madre del postulante,5.4000001,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,310,391,244,0,18,Padre de postulante,5.5,5,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,531,548,414,0,19,Padre de postulante,6,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,628,548,538,1,19,Padre de postulante,6.4000001,14,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,483,581,272,0,19,Padre de postulante,5.4000001,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,600,681,593,0,19,Padre de postulante,5.6999998,5,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,506,469,431,0,19,Madre del postulante,5.5,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,483,584,579,0,19,Padre de postulante,5.5999999,11,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,537,552,483,1,18,Padre de postulante,6.1999998,3,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,420,408,319,0,19,Padre de postulante,5.3000002,5,13
